age_group,gender,activity,bmi,resting_hr,daily_steps,sleep_hours,vo2_max
60+,Female,Very Active,20.7,58,19355,7.4,56.8
45–59,Female,Very Active,26.1,54,18596,8.3,57.7
18–29,Male,Very Active,19.5,56,15610,5.7,57.8
30–44,Female,Very Active,25.7,57,14412,5.9,43.8
30–44,Male,Lightly Active,25.8,72,8414,8.2,44.6
30–44,Male,Lightly Active,28.1,66,7744,8.1,41.3
60+,Male,Moderately Active,20.1,66,14113,6.0,45.6
45–59,Female,Sedentary,27.4,63,1605,7.5,38.0
60+,Female,Moderately Active,22.4,51,9863,5.5,38.5
30–44,Male,Moderately Active,31.2,64,9498,7.8,47.5
30–44,Female,Sedentary,25.4,57,3409,5.0,32.3
30–44,Female,Moderately Active,28.2,70,8412,7.9,38.8
18–29,Male,Moderately Active,28.2,62,8722,7.4,47.8
18–29,Female,Moderately Active,28.1,63,10590,8.3,38.9
30–44,Male,Very Active,21.4,56,9435,5.3,52.3
18–29,Male,Lightly Active,33.7,66,3482,6.9,44.5
60+,Female,Moderately Active,30.9,70,10246,6.7,42.8
18–29,Male,Sedentary,30.9,56,5123,8.8,34.9
18–29,Female,Lightly Active,24.6,71,6670,5.0,33.2
45–59,Male,Lightly Active,23.1,83,5935,8.3,40.2
18–29,Female,Moderately Active,26.0,70,11449,5.2,38.2
60+,Female,Very Active,23.0,49,18024,5.6,49.5
45–59,Female,Sedentary,30.0,58,2897,6.9,34.0
18–29,Female,Moderately Active,20.2,68,9012,6.0,41.2
45–59,Female,Very Active,22.9,52,10510,7.4,54.7
45–59,Male,Very Active,25.5,57,19152,6.6,62.0
45–59,Male,Lightly Active,29.8,73,5793,8.7,38.2
45–59,Female,Sedentary,26.8,65,3379,7.5,33.4
45–59,Male,Lightly Active,26.1,69,8084,3.0,38.2
30–44,Male,Very Active,19.3,53,14925,5.7,57.4
30–44,Female,Lightly Active,23.8,78,4301,7.5,41.8
45–59,Male,Lightly Active,25.1,72,6160,5.7,46.3
60+,Male,Very Active,24.3,53,15455,7.0,53.8
30–44,Female,Lightly Active,23.7,71,7242,8.2,42.3
45–59,Female,Moderately Active,21.2,64,9241,7.4,40.0
30–44,Female,Very Active,24.6,54,13819,5.5,50.8
45–59,Male,Lightly Active,24.8,75,5921,5.9,41.4
60+,Male,Lightly Active,23.1,67,7057,6.5,46.1
18–29,Female,Lightly Active,29.7,81,7849,6.7,36.8
18–29,Male,Moderately Active,26.0,66,15633,7.8,43.2
30–44,Female,Sedentary,27.9,63,4543,5.7,31.4
30–44,Male,Sedentary,27.2,82,2893,8.3,42.7
30–44,Male,Lightly Active,28.0,71,5421,4.8,49.7
18–29,Male,Lightly Active,28.7,76,5564,8.7,43.4
30–44,Male,Very Active,23.3,58,11405,7.1,61.1
30–44,Male,Lightly Active,27.0,73,6686,9.0,42.9
30–44,Female,Moderately Active,22.6,75,8321,7.0,51.2
45–59,Female,Very Active,21.5,52,12125,5.2,47.2
45–59,Male,Moderately Active,24.0,72,8209,7.9,50.2
45–59,Female,Moderately Active,21.4,72,12454,5.1,38.2
45–59,Male,Sedentary,23.4,85,2933,7.7,39.1
45–59,Male,Lightly Active,26.1,78,4455,5.4,47.4
30–44,Female,Lightly Active,30.5,70,7821,8.5,49.3
45–59,Female,Lightly Active,18.2,69,8286,7.6,35.3
18–29,Female,Very Active,21.9,53,14390,7.0,41.3
18–29,Male,Lightly Active,27.6,74,5324,5.4,49.7
30–44,Male,Sedentary,34.6,77,2302,8.6,40.2
60+,Female,Moderately Active,30.3,60,11083,6.0,48.4
45–59,Female,Very Active,22.2,51,19190,6.9,45.5
18–29,Female,Moderately Active,30.8,62,10870,5.5,51.0
30–44,Female,Sedentary,31.4,83,1923,8.2,30.6
18–29,Male,Moderately Active,27.1,61,12841,9.1,49.2
45–59,Female,Lightly Active,22.2,75,6418,8.8,38.4
45–59,Female,Moderately Active,26.0,75,10057,5.9,38.5
30–44,Male,Moderately Active,27.4,71,11448,6.3,48.6
30–44,Male,Moderately Active,22.3,60,12795,5.3,43.2
30–44,Female,Sedentary,15.5,73,2089,5.1,35.5
30–44,Male,Very Active,23.2,56,11304,9.7,55.2
60+,Female,Sedentary,27.9,63,2961,6.3,22.4
45–59,Female,Sedentary,36.0,77,2971,7.8,31.5
30–44,Male,Moderately Active,22.8,70,12485,7.2,51.2
30–44,Female,Lightly Active,23.7,74,8401,8.0,39.3
18–29,Female,Lightly Active,21.8,67,5745,6.5,44.9
18–29,Male,Lightly Active,24.0,64,6992,4.9,45.7
18–29,Female,Sedentary,42.9,81,3367,7.1,32.0
30–44,Male,Sedentary,20.7,60,3445,7.1,39.5
60+,Female,Moderately Active,20.2,63,6933,7.2,49.5
30–44,Male,Sedentary,28.7,60,3417,7.8,36.3
18–29,Male,Very Active,27.5,56,13089,6.4,55.3
18–29,Female,Moderately Active,26.9,65,11758,6.5,45.9
30–44,Male,Very Active,26.5,60,11951,4.5,57.8
45–59,Male,Very Active,21.9,56,16205,5.5,52.6
30–44,Male,Moderately Active,20.1,69,9818,5.3,51.0
45–59,Female,Lightly Active,24.7,64,9694,7.0,45.1
45–59,Female,Very Active,22.5,56,12860,7.2,49.7
18–29,Male,Lightly Active,26.5,70,5042,7.2,43.3
45–59,Male,Sedentary,27.9,63,4171,7.6,40.0
60+,Male,Moderately Active,26.4,73,12364,7.6,49.2
30–44,Female,Sedentary,25.3,77,3190,7.9,41.8
18–29,Male,Moderately Active,21.5,67,9356,6.9,53.5
60+,Female,Very Active,19.9,54,11825,8.2,41.6
60+,Male,Moderately Active,25.2,60,9457,7.6,55.3
30–44,Female,Sedentary,29.5,79,2536,6.3,31.1
30–44,Female,Sedentary,34.7,54,2403,4.7,34.0
18–29,Male,Lightly Active,32.7,70,5664,5.0,48.9
45–59,Female,Sedentary,22.7,83,2517,4.9,38.9
30–44,Male,Moderately Active,24.6,68,12524,8.3,51.7
18–29,Female,Moderately Active,23.8,64,7340,8.1,43.2
45–59,Male,Moderately Active,19.6,67,11272,5.9,48.5
60+,Male,Moderately Active,22.8,65,10998,8.6,50.0
45–59,Male,Lightly Active,32.8,76,6339,6.2,52.4
18–29,Male,Sedentary,25.7,64,3500,5.7,34.2
18–29,Female,Moderately Active,21.9,71,11354,5.5,42.3
60+,Female,Lightly Active,26.3,69,6590,6.0,41.0
60+,Male,Lightly Active,30.1,62,8094,7.7,53.7
30–44,Female,Moderately Active,23.5,64,5008,5.4,50.6
45–59,Female,Lightly Active,27.0,69,9726,8.8,39.4
30–44,Male,Sedentary,17.1,64,3907,8.9,43.2
30–44,Male,Lightly Active,28.8,69,9030,4.0,49.0
18–29,Female,Lightly Active,27.4,78,5133,7.0,37.0
18–29,Male,Moderately Active,27.3,59,10584,8.8,53.6
18–29,Female,Sedentary,19.3,63,3224,6.5,31.2
45–59,Male,Very Active,22.1,54,14595,6.0,52.0
18–29,Male,Lightly Active,30.4,61,6725,6.9,47.9
18–29,Female,Sedentary,26.1,70,3187,7.9,33.2
30–44,Female,Sedentary,29.3,66,2018,5.2,36.9
18–29,Female,Very Active,21.8,56,18503,7.5,51.6
18–29,Male,Lightly Active,25.0,73,7449,7.7,42.1
30–44,Female,Moderately Active,28.2,63,8953,4.8,48.6
30–44,Female,Very Active,19.4,56,11365,7.8,53.1
45–59,Female,Lightly Active,26.3,75,6656,7.1,41.4
60+,Female,Lightly Active,27.5,68,5233,7.9,33.9
18–29,Female,Moderately Active,27.5,59,11091,6.6,40.6
60+,Female,Very Active,22.5,58,13223,4.2,48.3
60+,Female,Lightly Active,30.4,83,8746,4.7,38.2
45–59,Female,Very Active,22.7,61,13593,9.0,58.7
45–59,Male,Moderately Active,24.9,52,8533,5.7,44.9
45–59,Female,Very Active,23.0,60,16083,7.6,50.5
45–59,Female,Sedentary,32.4,95,1721,4.8,29.4
45–59,Male,Lightly Active,28.7,66,5201,7.2,41.7
18–29,Male,Sedentary,23.2,82,1675,6.4,38.9
60+,Male,Very Active,23.3,53,16742,6.6,59.1
30–44,Female,Sedentary,31.8,67,3742,6.9,23.4
45–59,Male,Moderately Active,29.2,71,9554,6.8,44.2
30–44,Male,Sedentary,23.8,70,4003,7.7,38.0
18–29,Female,Sedentary,31.8,59,2319,8.2,32.2
30–44,Male,Lightly Active,25.1,87,5800,5.8,41.4
30–44,Female,Moderately Active,25.1,67,12468,5.9,41.6
30–44,Male,Lightly Active,22.2,68,7574,7.8,43.5
30–44,Male,Moderately Active,24.5,66,11504,7.1,52.3
18–29,Male,Moderately Active,25.5,69,12941,8.5,51.2
30–44,Female,Very Active,20.5,56,15819,5.5,49.8
30–44,Female,Moderately Active,29.1,71,11166,8.3,47.8
60+,Male,Moderately Active,19.6,61,9001,7.4,53.5
18–29,Male,Moderately Active,26.2,62,14737,6.7,49.0
30–44,Female,Sedentary,16.4,76,2639,7.8,27.8
30–44,Female,Lightly Active,25.5,72,6180,3.8,37.3
30–44,Female,Very Active,24.0,51,16733,5.8,44.3
30–44,Male,Sedentary,32.7,65,3533,7.3,42.4
45–59,Female,Sedentary,28.5,59,3525,8.0,40.8
60+,Female,Moderately Active,23.7,62,4539,6.6,44.6
30–44,Male,Very Active,24.2,54,22184,5.5,60.7
45–59,Female,Lightly Active,30.3,71,8914,8.3,34.3
18–29,Female,Very Active,26.1,59,20383,7.9,50.8
18–29,Female,Lightly Active,21.3,78,6719,5.8,37.4
30–44,Female,Lightly Active,25.7,67,8371,5.6,34.6
18–29,Male,Very Active,17.5,58,16917,5.1,56.4
45–59,Female,Lightly Active,21.0,80,6874,6.2,33.5
45–59,Male,Moderately Active,22.2,71,12036,5.5,53.5
45–59,Female,Very Active,24.9,56,17901,8.2,48.1
30–44,Male,Lightly Active,24.6,72,8036,7.5,41.6
45–59,Male,Sedentary,27.5,79,1278,5.9,40.8
30–44,Female,Very Active,23.5,49,15689,4.4,52.9
18–29,Male,Moderately Active,22.4,71,7813,5.3,54.1
18–29,Female,Very Active,18.0,54,19258,7.9,47.2
45–59,Male,Very Active,21.0,55,12807,4.5,57.0
60+,Male,Moderately Active,24.1,62,9877,5.6,54.3
18–29,Male,Lightly Active,28.4,64,7904,5.6,40.9
30–44,Male,Lightly Active,25.7,76,8462,6.0,45.3
45–59,Male,Sedentary,31.3,67,3706,7.7,40.3
45–59,Male,Lightly Active,30.2,61,7629,5.3,41.1
30–44,Female,Moderately Active,28.1,72,7887,6.5,47.5
45–59,Male,Very Active,23.2,54,12440,5.3,55.8
45–59,Male,Very Active,20.1,58,11308,8.7,62.2
60+,Male,Very Active,19.8,44,12304,9.1,52.8
18–29,Male,Sedentary,23.0,81,3126,7.9,30.2
60+,Male,Lightly Active,22.2,71,8008,8.3,42.8
18–29,Male,Sedentary,29.5,78,3801,7.5,41.7
45–59,Female,Moderately Active,30.5,58,6426,7.0,41.0
18–29,Female,Very Active,23.3,50,15872,5.4,50.4
18–29,Female,Very Active,22.6,55,15040,7.0,49.9
18–29,Female,Very Active,25.1,60,7889,7.3,46.4
30–44,Female,Lightly Active,23.2,79,7744,7.8,49.2
30–44,Male,Lightly Active,30.7,73,7702,7.7,44.6
18–29,Male,Lightly Active,30.4,69,5588,7.8,42.4
30–44,Female,Moderately Active,24.7,75,9819,8.6,53.7
30–44,Male,Lightly Active,34.9,76,6718,5.4,41.3
45–59,Male,Moderately Active,28.1,68,11410,8.5,50.5
60+,Female,Lightly Active,26.7,64,5526,5.8,35.8
45–59,Male,Moderately Active,24.0,66,8610,6.9,45.2
18–29,Male,Very Active,21.8,50,12199,5.4,60.8
30–44,Female,Lightly Active,26.0,84,8733,7.3,38.2
60+,Male,Moderately Active,24.2,61,13183,5.4,45.1
18–29,Male,Very Active,22.0,53,12176,8.6,65.1
30–44,Male,Very Active,22.3,52,12864,6.5,57.3
60+,Male,Sedentary,22.8,65,2151,7.7,45.4
60+,Female,Moderately Active,22.7,65,7233,8.3,48.7
30–44,Female,Lightly Active,20.1,72,9426,7.7,32.0
45–59,Male,Lightly Active,28.2,76,5398,7.7,48.2
30–44,Male,Sedentary,29.4,87,3607,8.3,44.5
45–59,Male,Moderately Active,24.1,66,9755,8.1,50.8
18–29,Female,Lightly Active,30.0,68,6170,7.3,42.4
18–29,Male,Moderately Active,21.7,66,9864,6.8,48.4
45–59,Male,Lightly Active,23.7,73,7051,5.0,51.7
18–29,Female,Sedentary,21.3,69,2852,7.0,31.2
45–59,Female,Moderately Active,27.8,71,12139,7.5,49.6
30–44,Female,Sedentary,32.1,77,3924,7.4,35.1
60+,Female,Lightly Active,31.8,80,5569,7.1,39.9
45–59,Female,Sedentary,37.2,64,3163,5.4,28.1
30–44,Female,Lightly Active,24.8,75,4049,7.4,44.3
45–59,Female,Lightly Active,23.7,74,5716,7.2,34.6
18–29,Male,Moderately Active,18.8,60,10540,6.6,57.2
30–44,Male,Moderately Active,21.0,62,10062,6.2,51.8
18–29,Male,Sedentary,27.3,65,2912,8.3,42.1
60+,Female,Sedentary,18.3,59,3413,7.9,31.2
45–59,Female,Very Active,20.2,59,18538,7.1,48.7
60+,Female,Sedentary,28.6,69,1299,5.3,26.6
60+,Male,Sedentary,33.6,76,3146,7.1,43.6
60+,Female,Sedentary,25.3,63,2748,7.2,34.8
18–29,Male,Moderately Active,24.9,65,9440,7.3,56.8
60+,Male,Moderately Active,30.5,58,13571,5.5,49.2
30–44,Female,Lightly Active,19.3,75,3864,9.4,46.6
30–44,Female,Sedentary,34.6,62,2957,7.4,29.2
30–44,Female,Moderately Active,25.7,57,13665,5.8,44.5
30–44,Male,Sedentary,35.6,56,3057,8.5,43.1
30–44,Male,Lightly Active,30.4,60,5075,7.9,47.4
18–29,Male,Very Active,21.2,53,15242,8.4,55.8
18–29,Male,Sedentary,29.0,62,4416,5.1,34.9
30–44,Female,Lightly Active,20.7,70,8257,7.1,38.5
60+,Male,Moderately Active,22.8,69,9360,7.9,48.2
45–59,Male,Moderately Active,24.6,68,13876,8.5,58.0
30–44,Male,Lightly Active,27.7,63,7455,8.4,47.5
30–44,Female,Lightly Active,29.7,83,2686,7.5,38.9
30–44,Female,Lightly Active,32.8,73,6340,7.9,44.2
18–29,Male,Lightly Active,24.8,77,9237,8.6,48.4
45–59,Male,Lightly Active,31.1,68,6264,5.4,37.7
18–29,Female,Lightly Active,27.6,60,8780,6.0,42.4
45–59,Female,Lightly Active,21.3,71,4348,9.5,40.2
45–59,Male,Lightly Active,25.9,65,4536,7.5,47.0
30–44,Male,Lightly Active,27.0,79,8198,4.2,45.3
60+,Female,Moderately Active,21.8,58,12374,4.5,41.3
30–44,Female,Moderately Active,21.2,65,10442,4.9,39.1
60+,Male,Very Active,20.2,57,19041,5.6,60.6
45–59,Male,Moderately Active,22.8,67,9196,5.5,48.4
45–59,Male,Moderately Active,21.7,62,8022,7.6,47.6
45–59,Male,Sedentary,35.4,71,3309,7.4,52.6
45–59,Male,Moderately Active,16.7,61,9868,7.7,48.4
60+,Male,Lightly Active,26.9,64,7125,6.1,42.7
30–44,Male,Very Active,24.1,55,16722,7.6,59.7
45–59,Male,Very Active,20.5,52,14826,6.8,56.0
45–59,Male,Sedentary,27.8,72,4507,8.8,46.1
30–44,Male,Very Active,22.0,49,12368,6.0,59.3
60+,Female,Moderately Active,24.3,65,10836,7.3,43.8
30–44,Male,Moderately Active,26.6,61,10294,7.1,53.3
30–44,Female,Lightly Active,28.8,72,6961,6.4,39.8
18–29,Female,Lightly Active,24.1,72,6569,6.1,35.1
18–29,Female,Moderately Active,19.7,64,12875,5.1,44.6
45–59,Male,Sedentary,29.9,72,3250,7.9,35.4
30–44,Male,Lightly Active,23.9,76,5524,8.9,40.2
30–44,Female,Sedentary,26.3,61,2178,7.0,30.7
18–29,Male,Lightly Active,27.4,67,5345,7.2,44.2
30–44,Male,Moderately Active,23.1,65,8710,4.5,50.5
45–59,Male,Moderately Active,25.5,67,11992,7.7,39.0
60+,Female,Very Active,28.8,49,15710,7.7,48.4
18–29,Female,Moderately Active,26.7,68,11370,7.4,36.9
30–44,Male,Moderately Active,28.8,74,7469,5.4,52.4
30–44,Female,Very Active,24.0,55,14894,8.4,48.2
45–59,Female,Lightly Active,26.8,80,7224,4.6,37.1
30–44,Male,Moderately Active,26.2,67,12788,4.7,45.8
30–44,Male,Very Active,23.9,56,10801,7.3,59.4
30–44,Male,Moderately Active,27.3,61,13949,9.3,44.2
30–44,Female,Moderately Active,24.7,63,13670,8.5,41.8
30–44,Female,Lightly Active,21.3,66,8026,9.1,35.9
30–44,Female,Lightly Active,20.6,78,8398,7.3,44.9
45–59,Female,Moderately Active,26.0,61,9667,6.9,35.4
45–59,Male,Moderately Active,20.9,74,8745,5.3,56.3
30–44,Female,Lightly Active,29.2,75,6627,8.3,36.7
45–59,Female,Sedentary,36.0,55,3240,6.2,32.1
60+,Female,Sedentary,27.9,61,2499,6.3,37.9
18–29,Male,Lightly Active,31.3,69,7383,6.2,48.7
30–44,Male,Sedentary,30.3,56,4127,8.4,40.8
30–44,Male,Lightly Active,26.6,72,7843,9.2,47.3
45–59,Male,Sedentary,29.4,73,3037,4.9,33.0
18–29,Female,Sedentary,24.7,97,1047,6.6,28.6
45–59,Female,Very Active,20.5,49,10624,5.7,52.2
18–29,Female,Lightly Active,19.9,71,6358,7.8,33.9
30–44,Male,Moderately Active,22.2,73,11912,7.4,50.2
60+,Male,Sedentary,40.1,85,1862,8.1,38.5
30–44,Male,Lightly Active,20.5,74,6643,7.6,39.8
60+,Female,Sedentary,22.9,71,3569,4.7,37.3
60+,Female,Sedentary,24.8,63,2948,6.4,36.0
60+,Male,Sedentary,25.1,62,2503,8.4,39.5
18–29,Female,Lightly Active,27.6,72,4276,7.9,44.7
45–59,Female,Sedentary,25.8,74,3618,6.5,27.1
18–29,Male,Moderately Active,23.9,60,9060,7.6,46.5
30–44,Male,Lightly Active,23.1,85,8969,5.9,42.1
60+,Male,Sedentary,26.5,91,3141,5.7,38.9
45–59,Male,Very Active,22.7,51,17292,6.6,56.3
30–44,Female,Lightly Active,26.0,73,7748,9.2,41.6
30–44,Male,Lightly Active,34.4,84,5953,9.0,54.1
45–59,Female,Moderately Active,24.4,69,11533,6.2,45.6
45–59,Female,Moderately Active,23.8,58,9079,6.5,43.3
30–44,Female,Moderately Active,16.5,63,8738,7.5,49.0
60+,Female,Very Active,23.4,55,12809,6.9,50.8
18–29,Male,Lightly Active,18.6,78,5766,5.4,45.4
18–29,Female,Lightly Active,28.7,72,9587,5.5,39.4
45–59,Male,Very Active,23.1,54,12836,5.6,58.5
60+,Female,Moderately Active,27.1,74,11850,4.1,46.8
18–29,Female,Very Active,21.3,61,15205,8.3,41.6
18–29,Male,Moderately Active,24.6,68,8000,6.0,52.2
18–29,Male,Lightly Active,29.2,68,7687,7.8,45.9
60+,Female,Moderately Active,21.5,52,9392,8.3,42.3
18–29,Female,Lightly Active,28.9,64,5830,7.0,41.9
30–44,Female,Sedentary,31.9,82,3866,7.7,36.3
60+,Male,Lightly Active,26.0,78,6106,8.9,42.8
18–29,Female,Lightly Active,32.8,84,6835,8.3,38.3
30–44,Female,Moderately Active,26.1,71,10438,6.4,45.5
30–44,Male,Moderately Active,19.1,61,10293,8.0,49.5
45–59,Female,Very Active,25.2,56,11381,7.0,46.6
30–44,Female,Sedentary,25.6,71,3686,6.0,33.6
30–44,Female,Lightly Active,29.7,67,6832,9.1,43.9
18–29,Male,Lightly Active,27.7,69,7720,6.5,44.2
45–59,Male,Lightly Active,15.9,85,6672,6.1,47.2
45–59,Female,Sedentary,32.1,73,3844,6.6,42.7
18–29,Female,Lightly Active,25.6,69,6727,4.2,29.3
30–44,Male,Moderately Active,23.0,67,13518,8.4,53.5
60+,Female,Lightly Active,24.8,70,5141,8.7,34.8
18–29,Male,Moderately Active,27.0,63,8760,7.8,47.5
30–44,Female,Lightly Active,22.8,76,9180,5.9,36.9
30–44,Male,Lightly Active,31.0,80,7740,7.3,42.1
30–44,Male,Very Active,19.2,60,22529,7.0,59.5
18–29,Female,Sedentary,30.5,81,3490,4.7,28.1
30–44,Male,Lightly Active,29.6,70,6082,5.6,48.3
18–29,Female,Very Active,24.6,59,22535,6.4,54.3
30–44,Male,Sedentary,30.0,52,1545,8.7,33.6
45–59,Male,Lightly Active,25.7,75,7699,8.7,39.0
30–44,Female,Lightly Active,24.3,75,2690,8.1,35.8
18–29,Female,Moderately Active,20.6,63,13813,4.8,47.3
45–59,Female,Moderately Active,22.3,74,8239,5.6,40.1
18–29,Female,Moderately Active,21.4,62,9826,8.1,43.8
45–59,Male,Very Active,20.1,61,12615,6.6,51.1
30–44,Male,Lightly Active,33.7,64,7388,7.6,41.7
45–59,Male,Lightly Active,19.6,74,6222,8.2,40.8
18–29,Female,Very Active,25.5,52,20837,4.7,46.8
18–29,Male,Sedentary,22.6,87,2472,5.9,39.6
30–44,Male,Very Active,20.3,53,11867,4.6,57.7
18–29,Female,Very Active,20.3,52,14352,5.9,51.3
18–29,Male,Very Active,20.1,54,21732,7.2,52.1
45–59,Female,Sedentary,33.8,66,3834,7.6,38.6
45–59,Male,Moderately Active,26.4,68,13044,7.7,48.9
18–29,Male,Very Active,22.2,56,14071,7.8,61.7
60+,Male,Lightly Active,37.3,73,4520,5.7,48.1
45–59,Male,Moderately Active,24.4,67,13627,5.8,52.5
60+,Female,Lightly Active,26.7,62,4433,7.6,43.6
45–59,Male,Sedentary,25.4,87,3004,8.0,37.0
45–59,Female,Very Active,20.9,48,13672,5.6,52.2
30–44,Female,Very Active,21.5,65,16263,7.5,39.9
45–59,Male,Sedentary,33.4,56,1632,5.3,41.2
60+,Female,Sedentary,32.0,76,3680,6.9,35.0
18–29,Female,Moderately Active,28.6,57,13515,7.1,39.8
30–44,Male,Sedentary,25.3,80,3835,6.3,40.5
18–29,Female,Moderately Active,26.4,57,8051,7.8,36.0
60+,Male,Moderately Active,25.5,61,11455,8.2,45.6
30–44,Female,Lightly Active,28.2,66,6243,7.0,37.9
45–59,Male,Moderately Active,21.7,63,10498,5.7,44.9
45–59,Female,Sedentary,23.6,83,4327,6.6,40.9
60+,Female,Lightly Active,28.7,72,5847,8.4,40.2
18–29,Female,Moderately Active,27.3,56,11994,7.2,42.7
45–59,Female,Sedentary,25.8,74,1603,8.4,33.9
60+,Male,Lightly Active,28.9,62,6607,4.3,46.6
18–29,Female,Moderately Active,28.3,69,12548,6.3,38.4
45–59,Male,Sedentary,27.1,83,2879,7.9,42.1
30–44,Male,Lightly Active,20.7,69,7422,6.2,46.6
45–59,Male,Very Active,19.6,51,13163,8.2,54.6
30–44,Female,Lightly Active,23.8,79,5800,6.0,40.0
18–29,Female,Lightly Active,24.7,68,6297,5.8,37.0
18–29,Male,Sedentary,28.8,58,2566,5.9,42.1
18–29,Female,Moderately Active,24.4,66,12476,6.6,47.9
18–29,Female,Lightly Active,25.4,71,8139,7.5,37.9
45–59,Male,Very Active,24.4,52,18266,7.4,64.5
30–44,Male,Sedentary,25.0,62,974,6.4,38.3
18–29,Female,Moderately Active,28.5,62,9800,7.1,38.8
45–59,Female,Moderately Active,27.5,74,12352,8.4,43.9
45–59,Male,Moderately Active,27.3,62,10140,7.1,45.9
30–44,Female,Moderately Active,22.4,67,10010,5.5,44.7
60+,Male,Sedentary,28.4,61,3748,8.4,35.4
30–44,Female,Lightly Active,29.4,77,7979,8.3,40.9
45–59,Male,Lightly Active,25.7,75,7397,5.0,44.1
18–29,Male,Sedentary,25.4,86,1809,6.5,47.1
45–59,Male,Lightly Active,23.5,62,4821,4.8,51.3
60+,Female,Moderately Active,22.3,67,11365,6.5,47.4
45–59,Male,Lightly Active,21.9,71,3379,5.9,41.0
30–44,Male,Very Active,29.7,53,21739,5.5,53.7
45–59,Male,Moderately Active,18.3,82,10799,7.6,50.5
30–44,Female,Lightly Active,22.6,63,5443,7.7,40.4
45–59,Male,Lightly Active,28.9,71,5702,7.7,45.0
45–59,Male,Moderately Active,22.3,64,13155,4.3,49.2
60+,Male,Lightly Active,25.1,72,4610,4.6,47.3
30–44,Female,Sedentary,31.1,63,1461,5.0,38.8
18–29,Male,Lightly Active,30.6,65,5010,8.0,52.4
30–44,Male,Moderately Active,23.6,66,11149,8.4,57.0
18–29,Female,Lightly Active,30.2,73,8903,5.8,30.9
18–29,Female,Lightly Active,19.7,71,8325,5.8,26.0
30–44,Female,Sedentary,25.8,70,2650,5.5,35.6
45–59,Male,Lightly Active,28.5,75,6924,6.0,49.3
18–29,Female,Sedentary,39.3,85,3278,8.0,37.0
18–29,Female,Moderately Active,21.4,65,10987,5.2,46.9
18–29,Female,Moderately Active,20.8,68,6167,5.5,47.3
60+,Female,Lightly Active,27.9,68,6029,7.9,38.1
45–59,Female,Very Active,22.9,64,18765,4.8,51.6
18–29,Female,Moderately Active,22.2,66,14604,6.0,45.8
18–29,Male,Sedentary,22.7,98,3318,7.3,43.0
30–44,Female,Moderately Active,22.9,62,12904,6.7,41.9
30–44,Female,Moderately Active,26.2,66,12442,7.9,38.9
30–44,Female,Lightly Active,25.2,74,5930,5.0,31.9
30–44,Male,Sedentary,35.1,63,1931,7.1,38.5
60+,Male,Moderately Active,24.1,71,12989,8.4,45.1
30–44,Female,Sedentary,32.1,78,4481,6.0,32.9
45–59,Female,Lightly Active,27.6,71,5866,7.1,41.3
18–29,Male,Moderately Active,23.2,62,13121,5.2,51.3
60+,Female,Moderately Active,27.2,56,10830,6.5,42.8
60+,Male,Moderately Active,20.6,69,7464,6.9,52.3
45–59,Male,Sedentary,26.1,59,3037,4.9,36.2
30–44,Female,Lightly Active,24.8,77,5647,5.9,41.2
18–29,Female,Very Active,23.7,60,17549,4.6,51.0
45–59,Male,Moderately Active,26.5,62,11378,6.5,47.7
45–59,Male,Moderately Active,21.9,60,9080,7.1,53.3
18–29,Male,Sedentary,24.0,90,1953,5.4,27.7
30–44,Female,Very Active,23.0,60,14396,7.9,50.1
30–44,Female,Sedentary,21.0,63,4239,6.9,31.3
45–59,Female,Lightly Active,30.5,64,4739,7.6,35.1
45–59,Female,Very Active,22.3,57,18536,5.1,47.9
45–59,Male,Lightly Active,21.8,77,7397,5.1,47.2
45–59,Male,Moderately Active,20.7,66,9286,7.7,48.6
18–29,Female,Moderately Active,25.5,66,8645,8.5,48.0
30–44,Female,Very Active,23.5,51,18078,6.9,44.7
18–29,Male,Sedentary,25.0,55,2977,8.0,40.6
45–59,Female,Sedentary,28.4,85,2597,7.4,28.9
30–44,Female,Moderately Active,20.9,71,11537,8.3,48.8
30–44,Male,Very Active,22.2,59,21691,6.4,59.3
18–29,Male,Very Active,26.3,60,20338,6.6,52.9
